Código Município Completo,Nome_Município,UF,CAPAG,Indicador 1,Nota 1,Indicador 2,Nota 2,Indicador 3,Nota 3,ICF
4215703,Santo Amaro da Imperatriz,SC,C,"5,42%",A,"91,65%",B,"-4,06%",C,Bicf
4215752,São Bernardino,SC,C,"0,00%",A,"326,54%",C,"16,72%",A,Bicf
4215802,São Bento do Sul,SC,A,"10,44%",A,"81,34%",A,"19,30%",A,Bicf
4215901,São Bonifácio,SC,A,"0,01%",A,"87,10%",B,"15,06%",A,Bicf
4216008,São Carlos,SC,A+,"7,17%",A,"89,21%",B,"10,34%",A,Aicf
4216057,São Cristóvão do Sul,SC,A,"0,26%",A,"75,60%",A,"21,66%",A,Bicf
4216107,São Domingos,SC,A,"10,12%",A,"94,46%",B,"8,12%",A,Bicf
4216206,São Francisco do Sul,SC,A+,"11,17%",A,"82,61%",A,"14,50%",A,Aicf
4216255,São João do Oeste,SC,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Bicf
4216305,São João Batista,SC,A,"18,83%",A,"82,29%",A,"2,48%",B,Bicf
4216354,São João do Itaperiú,SC,A,"11,09%",A,"83,12%",A,"19,54%",A,Cicf
4216404,São João do Sul,SC,A,"9,51%",A,"91,42%",B,"11,55%",A,Bicf
4216503,São Joaquim,SC,C,"17,68%",A,"97,92%",C,"10,86%",A,Bicf
4216602,São José,SC,B,"13,49%",A,"88,84%",B,"0,62%",B,Cicf
4216701,São José do Cedro,SC,A,"11,69%",A,"91,35%",B,"12,39%",A,Bicf
4216800,São José do Cerrito,SC,C,"6,69%",A,"95,26%",C,"6,57%",A,Bicf
4216909,São Lourenço do Oeste,SC,B,"22,56%",A,"91,65%",B,"3,24%",B,Bicf
4217006,São Ludgero,SC,B,"4,62%",A,"87,17%",B,"2,30%",B,Bicf
4217105,São Martinho,SC,A,"11,22%",A,"89,28%",B,"17,40%",A,Bicf
4217154,São Miguel da Boa Vista,SC,A,"0,00%",A,"89,57%",B,"9,20%",A,Bicf
4217204,São Miguel do Oeste,SC,A,"17,47%",A,"86,19%",B,"6,08%",A,Bicf
4217253,São Pedro de Alcântara,SC,A,"0,00%",A,"82,47%",A,"14,96%",A,Cicf
4217303,Saudades,SC,A+,"0,00%",A,"91,72%",B,"10,56%",A,Aicf
4217402,Schroeder,SC,A,"10,52%",A,"83,78%",A,"18,31%",A,Bicf
4217501,Seara,SC,B+,"13,30%",A,"91,93%",B,"4,17%",B,Aicf
4217550,Serra Alta,SC,A,"7,27%",A,"91,03%",B,"12,90%",A,Cicf
4217600,Siderópolis,SC,B,"27,11%",A,"93,19%",B,"0,48%",B,Bicf
4217709,Sombrio,SC,n.d.,"18,18%",A,n.d.,n.d.,"-2,13%",C,Bicf
4217758,Sul Brasil,SC,A,"4,06%",A,"85,60%",B,"10,33%",A,Bicf
4217808,Taió,SC,A,"16,65%",A,"85,54%",B,"6,05%",A,Bicf
4217907,Tangará,SC,B,"10,85%",A,"90,58%",B,"4,62%",B,Bicf
4217956,Tigrinhos,SC,A,"0,10%",A,"81,58%",A,"31,77%",A,Bicf
4218004,Tijucas,SC,C,"9,97%",A,"87,96%",B,"-3,90%",C,Dicf
4218103,Timbé do Sul,SC,A,"21,14%",A,"85,44%",B,"5,69%",A,Bicf
4218202,Timbó,SC,A,"22,60%",A,"89,74%",B,"5,96%",A,Bicf
4218251,Timbó Grande,SC,B,"17,60%",A,"87,61%",B,"0,91%",B,Cicf
4218301,Três Barras,SC,A,"22,66%",A,"91,89%",B,"12,06%",A,Bicf
4218350,Treviso,SC,C,"13,69%",A,"94,24%",B,"-0,44%",C,Bicf
4218400,Treze de Maio,SC,n.d.,"4,52%",A,n.d.,n.d.,"29,37%",A,Cicf
4218509,Treze Tílias,SC,A+,"8,87%",A,"88,80%",B,"9,78%",A,Aicf
4218608,Trombudo Central,SC,A,"12,78%",A,"89,76%",B,"7,64%",A,Bicf
4218707,Tubarão,SC,C,"43,24%",A,"100,30%",C,"-13,24%",C,Bicf
4218756,Tunápolis,SC,A,"0,00%",A,"84,26%",A,"18,44%",A,Bicf
4218806,Turvo,SC,n.d.,"3,70%",A,"90,42%",B,n.d.,n.d.,Bicf
4218855,União do Oeste,SC,A,"6,84%",A,"88,61%",B,"14,46%",A,Bicf
4218905,Urubici,SC,A,"1,64%",A,"85,37%",B,"5,05%",A,Bicf
4218954,Urupema,SC,B,"13,58%",A,"89,59%",B,"2,40%",B,Bicf
4219002,Urussanga,SC,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Bicf
4219101,Vargeão,SC,A,"2,92%",A,"82,75%",A,"17,05%",A,Bicf
4219150,Vargem,SC,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Dicf
4219176,Vargem Bonita,SC,A+,"0,00%",A,"81,34%",A,"23,43%",A,Aicf
4219200,Vidal Ramos,SC,A+,"0,00%",A,"90,00%",B,"7,39%",A,Aicf
4219309,Videira,SC,A+,"7,99%",A,"78,11%",A,"26,70%",A,Aicf
4219358,Vitor Meireles,SC,A,"1,07%",A,"88,35%",B,"11,71%",A,Bicf
4219408,Witmarsum,SC,A+,"2,84%",A,"92,34%",B,"12,43%",A,Aicf
4219507,Xanxerê,SC,A,"20,39%",A,"85,76%",B,"21,64%",A,Bicf
4219606,Xavantina,SC,A,"1,71%",A,"94,75%",B,"9,81%",A,Bicf
4219705,Xaxim,SC,C,"14,78%",A,"96,67%",C,"4,52%",B,Bicf
4219853,Zortéa,SC,A+,"0,05%",A,"92,19%",B,"12,46%",A,Aicf
4220000,Balneário Rincão,SC,C,"24,10%",A,"87,77%",B,"-0,03%",C,Bicf
4300034,Aceguá,RS,C,"0,00%",A,"98,79%",C,"14,49%",A,Bicf
4300059,Água Santa,RS,B,"10,10%",A,"85,88%",B,"0,20%",B,Dicf
4300109,Agudo,RS,A+,"16,63%",A,"86,25%",B,"24,85%",A,Aicf
4300208,Ajuricaba,RS,B+,"11,99%",A,"90,91%",B,"3,79%",B,Aicf
4300307,Alecrim,RS,C,"2,26%",A,"99,60%",C,"1,57%",B,Cicf
4300406,Alegrete,RS,A,"5,49%",A,"92,49%",B,"8,80%",A,Dicf
4300455,Alegria,RS,A,"1,95%",A,"87,50%",B,"13,45%",A,Dicf
4300471,Almirante Tamandaré do Sul,RS,A,"3,74%",A,"82,21%",A,"18,70%",A,Bicf
4300505,Alpestre,RS,A,"0,00%",A,"78,88%",A,"16,72%",A,Bicf
4300554,Alto Alegre,RS,A,"36,49%",A,"83,61%",A,"11,09%",A,Bicf
4300570,Alto Feliz,RS,A+,"15,99%",A,"77,67%",A,"9,64%",A,Aicf
4300604,Alvorada,RS,A,"11,31%",A,"82,37%",A,"8,61%",A,Bicf
4300638,Amaral Ferrador,RS,B+,"5,73%",A,"93,59%",B,"2,27%",B,Aicf
4300646,Ametista do Sul,RS,C,"8,57%",A,"291,99%",C,"9,62%",A,Cicf
4300661,André da Rocha,RS,A,"0,00%",A,"76,45%",A,"4,63%",B,Dicf
4300703,Anta Gorda,RS,A,"9,31%",A,"88,10%",B,"10,44%",A,Bicf
4300802,Antônio Prado,RS,A+,"13,56%",A,"80,88%",A,"9,73%",A,Aicf
4300851,Arambaré,RS,A+,"1,62%",A,"90,28%",B,"10,85%",A,Aicf
4300877,Araricá,RS,C,"12,05%",A,"98,52%",C,"-14,80%",C,Cicf
4300901,Aratiba,RS,A,"23,56%",A,"83,88%",A,"3,06%",B,Bicf
4301008,Arroio do Meio,RS,C,"7,97%",A,"95,39%",C,"1,31%",B,Bicf
4301057,Arroio do Sal,RS,B+,"3,15%",A,"86,06%",B,"3,15%",B,Aicf
4301073,Arroio do Padre,RS,A,"0,00%",A,"86,09%",B,"33,09%",A,Bicf
4301107,Arroio dos Ratos,RS,C,"55,03%",A,"104,66%",C,"-10,82%",C,Cicf
4301206,Arroio do Tigre,RS,B,"18,86%",A,"89,29%",B,"0,81%",B,Bicf
4301305,Arroio Grande,RS,B,"15,29%",A,"91,39%",B,"3,70%",B,Bicf
4301404,Arvorezinha,RS,B+,"17,08%",A,"89,69%",B,"0,15%",B,Aicf
4301503,Augusto Pestana,RS,A+,"5,68%",A,"81,94%",A,"19,62%",A,Aicf
4301552,Áurea,RS,B,"15,75%",A,"94,45%",B,"2,35%",B,Bicf
4301602,Bagé,RS,C,"51,39%",A,"102,67%",C,"-30,96%",C,Cicf
4301636,Balneário Pinhal,RS,C,"17,98%",A,"85,17%",B,"-4,59%",C,Bicf
4301651,Barão,RS,A,"31,32%",A,"83,99%",A,"3,04%",B,Cicf
4301701,Barão de Cotegipe,RS,A,"0,25%",A,"88,24%",B,"12,03%",A,Cicf
4301750,Barão do Triunfo,RS,n.d.,"6,64%",A,"78,22%",A,n.d.,n.d.,Cicf
4301800,Barracão,RS,B,"9,38%",A,"90,22%",B,"2,46%",B,Dicf
4301859,Barra do Guarita,RS,A,"4,63%",A,"84,44%",A,"8,89%",A,Bicf
4301875,Barra do Quaraí,RS,A,"15,88%",A,"77,39%",A,"7,95%",A,Dicf
4301909,Barra do Ribeiro,RS,B+,"0,85%",A,"92,75%",B,"2,50%",B,Aicf
4301925,Barra do Rio Azul,RS,A,"5,00%",A,"82,31%",A,"1,23%",B,Bicf
4301958,Barra Funda,RS,A,"15,84%",A,"84,42%",A,"6,44%",A,Bicf
4302006,Barros Cassal,RS,C,"4,66%",A,"612,33%",C,"-12,67%",C,Aicf
4302055,Benjamin Constant do Sul,RS,A,"7,92%",A,"86,90%",B,"10,78%",A,Dicf
4302105,Bento Gonçalves,RS,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Bicf
4302154,Boa Vista das Missões,RS,A,"9,84%",A,"79,04%",A,"11,54%",A,Dicf
4302204,Boa Vista do Buricá,RS,A,"8,36%",A,"79,77%",A,"17,00%",A,Bicf
4302220,Boa Vista do Cadeado,RS,A,"0,00%",A,"86,99%",B,"27,15%",A,Bicf
4302238,Boa Vista do Incra,RS,A,"11,73%",A,"86,06%",B,"9,92%",A,Bicf
4302253,Boa Vista do Sul,RS,A+,"0,00%",A,"77,68%",A,"24,43%",A,Aicf
4302303,Bom Jesus,RS,B,"14,78%",A,"93,43%",B,"1,51%",B,Bicf
4302352,Bom Princípio,RS,A+,"41,37%",A,"83,93%",A,"5,24%",A,Aicf
4302378,Bom Progresso,RS,C,"4,92%",A,"96,03%",C,"0,10%",B,Aicf
4302402,Bom Retiro do Sul,RS,A,"25,84%",A,"92,80%",B,"5,71%",A,Cicf
4302451,Boqueirão do Leão,RS,C,"4,87%",A,"1206,31%",C,"0,00%",C,Bicf
4302501,Bossoroca,RS,A,"10,67%",A,"87,61%",B,"12,58%",A,Cicf
4302584,Bozano,RS,A+,"0,62%",A,"82,54%",A,"23,51%",A,Aicf
4302600,Braga,RS,A,"12,51%",A,"84,40%",A,"10,91%",A,Bicf
4302659,Brochier,RS,A,"6,82%",A,"88,54%",B,"16,05%",A,Cicf
4302709,Butiá,RS,C,"24,83%",A,"97,15%",C,"-1,51%",C,Aicf
4302808,Caçapava do Sul,RS,C,"19,92%",A,"101,35%",C,"-43,41%",C,Bicf
4302907,Cacequi,RS,C,"26,73%",A,"95,60%",C,"1,97%",B,Dicf
4303004,Cachoeira do Sul,RS,A+,"22,29%",A,"89,94%",B,"5,98%",A,Aicf
4303103,Cachoeirinha,RS,A,"48,90%",A,"79,58%",A,"2,71%",B,Bicf
4303202,Cacique Doble,RS,A,"8,90%",A,"89,49%",B,"5,39%",A,Cicf
4303301,Caibaté,RS,C,"1,87%",A,"95,25%",C,"44,97%",A,Dicf
4303400,Caiçara,RS,B,"4,70%",A,"86,80%",B,"2,14%",B,Bicf
4303509,Camaquã,RS,A+,"7,23%",A,"88,11%",B,"7,65%",A,Aicf
4303558,Camargo,RS,A+,"10,47%",A,"88,32%",B,"8,46%",A,Aicf
4303608,Cambará do Sul,RS,C,"54,80%",A,"747,77%",C,"-7,05%",C,Aicf
4303673,Campestre da Serra,RS,A,"13,92%",A,"87,53%",B,"14,36%",A,Cicf
4303707,Campina das Missões,RS,A,"2,48%",A,"93,28%",B,"6,99%",A,Bicf
4303806,Campinas do Sul,RS,B,"0,08%",A,"92,64%",B,"2,77%",B,Bicf
4303905,Campo Bom,RS,B,"13,11%",A,"88,06%",B,"0,03%",B,Bicf
4304002,Campo Novo,RS,A+,"9,73%",A,"88,34%",B,"16,47%",A,Aicf
4304101,Campos Borges,RS,A,"7,67%",A,"77,71%",A,"12,19%",A,Bicf
4304200,Candelária,RS,B,"12,11%",A,"89,30%",B,"1,42%",B,Bicf
4304309,Cândido Godói,RS,A+,"5,33%",A,"85,87%",B,"57,67%",A,Aicf
4304358,Candiota,RS,n.d.,"10,33%",A,"92,16%",B,n.d.,n.d.,Dicf
4304408,Canela,RS,C,"30,66%",A,"92,21%",B,"-0,52%",C,Bicf
4304507,Canguçu,RS,A+,"5,81%",A,"86,24%",B,"11,82%",A,Aicf
4304606,Canoas,RS,C,"19,33%",A,"98,55%",C,"-2,35%",C,Cicf
4304614,Canudos do Vale,RS,A,"0,00%",A,"76,54%",A,"17,53%",A,Bicf
4304622,Capão Bonito do Sul,RS,A,"3,13%",A,"82,62%",A,"6,20%",A,Cicf
4304630,Capão da Canoa,RS,n.d.,"14,69%",A,"83,43%",A,n.d.,n.d.,Bicf
4304655,Capão do Cipó,RS,B,"3,92%",A,"87,30%",B,"1,65%",B,Bicf
4304663,Capão do Leão,RS,C,"5,56%",A,"95,02%",C,"2,33%",B,Bicf
4304671,Capivari do Sul,RS,A,"10,02%",A,"84,55%",A,"29,67%",A,Bicf
4304689,Capela de Santana,RS,C,"26,06%",A,"79,04%",A,"-3,40%",C,Bicf
4304697,Capitão,RS,A+,"6,75%",A,"83,43%",A,"17,42%",A,Aicf
4304705,Carazinho,RS,A,"3,20%",A,"88,13%",B,"7,75%",A,Bicf
4304713,Caraá,RS,C,"0,00%",A,"81,23%",A,"-3,10%",C,Cicf
4304804,Carlos Barbosa,RS,n.d.,"8,43%",A,n.d.,n.d.,"32,26%",A,Bicf
4304853,Carlos Gomes,RS,A,"0,00%",A,"90,77%",B,"5,52%",A,Bicf
4304903,Casca,RS,A,"16,91%",A,"85,31%",B,"17,47%",A,Bicf
4304952,Caseiros,RS,A+,"5,53%",A,"82,93%",A,"2,46%",B,Aicf
4305009,Catuípe,RS,B+,"8,32%",A,"89,10%",B,"0,10%",B,Aicf
4305108,Caxias do Sul,RS,A+,"31,73%",A,"91,27%",B,"22,90%",A,Aicf
4305116,Centenário,RS,A,"11,06%",A,"92,76%",B,"13,99%",A,Dicf
4305124,Cerrito,RS,B,"17,71%",A,"90,51%",B,"3,43%",B,Bicf
4305132,Cerro Branco,RS,A,"12,43%",A,"81,66%",A,"6,32%",A,Bicf
4305157,Cerro Grande,RS,B,"8,36%",A,"86,29%",B,"0,22%",B,Cicf
4305173,Cerro Grande do Sul,RS,C,"0,00%",A,"89,53%",B,"-1,34%",C,Cicf
4305207,Cerro Largo,RS,C,"6,39%",A,"85,07%",B,"0,00%",C,Cicf
4305306,Chapada,RS,A+,"12,16%",A,"87,46%",B,"8,19%",A,Aicf
4305355,Charqueadas,RS,n.d.,"54,90%",A,"81,82%",A,n.d.,n.d.,Dicf
4305371,Charrua,RS,A+,"3,17%",A,"83,70%",A,"7,88%",A,Aicf
4305405,Chiapetta,RS,B,"2,67%",A,"91,37%",B,"1,76%",B,Cicf
4305439,Chuí,RS,C,"6,85%",A,"96,74%",C,"2,91%",B,Aicf
4305447,Chuvisca,RS,A,"2,73%",A,"93,99%",B,"7,68%",A,Cicf
4305454,Cidreira,RS,C,"31,36%",A,"136,62%",C,"3,12%",B,Cicf
4305504,Ciríaco,RS,B,"0,00%",A,"93,79%",B,"2,59%",B,Dicf
4305587,Colinas,RS,A,"3,06%",A,"83,77%",A,"12,33%",A,Bicf
4305603,Colorado,RS,B,"24,42%",A,"90,71%",B,"0,58%",B,Bicf
4305702,Condor,RS,B,"25,46%",A,"89,75%",B,"0,13%",B,Bicf
4305801,Constantina,RS,A,"6,59%",A,"87,22%",B,"8,09%",A,Dicf
4305835,Coqueiro Baixo,RS,A,"2,74%",A,"86,93%",B,"12,84%",A,Bicf
4305850,Coqueiros do Sul,RS,A,"24,04%",A,"79,60%",A,"1,86%",B,Bicf
4305871,Coronel Barros,RS,A+,"13,63%",A,"81,15%",A,"2,44%",B,Aicf
4305900,Coronel Bicaco,RS,C,"16,47%",A,"87,48%",B,"-3,56%",C,Bicf
4305934,Coronel Pilar,RS,A,"0,00%",A,"79,99%",A,"34,43%",A,Bicf
4305959,Cotiporã,RS,A,"5,37%",A,"82,34%",A,"15,45%",A,Bicf
4305975,Coxilha,RS,A,"13,15%",A,"90,78%",B,"12,73%",A,Bicf
4306007,Crissiumal,RS,A+,"0,00%",A,"81,51%",A,"22,86%",A,Aicf
4306056,Cristal,RS,B+,"5,71%",A,"90,80%",B,"3,35%",B,Aicf
4306072,Cristal do Sul,RS,A,"0,31%",A,"87,51%",B,"10,59%",A,Bicf
4306106,Cruz Alta,RS,B+,"40,58%",A,"92,26%",B,"2,11%",B,Aicf
4306130,Cruzaltense,RS,A,"6,00%",A,"82,91%",A,"5,03%",A,Bicf
4306205,Cruzeiro do Sul,RS,B,"26,79%",A,"93,39%",B,"3,80%",B,Bicf
4306304,David Canabarro,RS,B,"10,35%",A,"93,07%",B,"3,05%",B,Bicf
4306320,Derrubadas,RS,A,"12,06%",A,"86,83%",B,"17,03%",A,Bicf
4306353,Dezesseis de Novembro,RS,n.e.,n.d.,n.d.,"90,19%",B,n.d.,n.d.,Eicf
4306379,Dilermando de Aguiar,RS,A,"3,40%",A,"82,77%",A,"9,18%",A,Bicf
4306403,Dois Irmãos,RS,A+,"5,53%",A,"82,89%",A,"13,24%",A,Aicf
4306429,Dois Irmãos das Missões,RS,A,"0,50%",A,"88,67%",B,"8,37%",A,Bicf
4306452,Dois Lajeados,RS,A,"0,00%",A,"83,62%",A,"9,32%",A,Bicf
4306502,Dom Feliciano,RS,C,"3,24%",A,"95,78%",C,"4,04%",B,Bicf
4306551,Dom Pedro de Alcântara,RS,A+,"21,60%",A,"79,42%",A,"9,02%",A,Aicf
4306601,Dom Pedrito,RS,A+,"11,92%",A,"85,75%",B,"12,20%",A,Aicf
4306700,Dona Francisca,RS,A+,"10,10%",A,"86,53%",B,"7,62%",A,Aicf
4306734,Doutor Maurício Cardoso,RS,A,"8,49%",A,"73,41%",A,"10,40%",A,Cicf
4306759,Doutor Ricardo,RS,C,"8,94%",A,"91,72%",B,"-1,51%",C,Bicf
4306767,Eldorado do Sul,RS,A+,"2,57%",A,"93,23%",B,"6,05%",A,Aicf
4306809,Encantado,RS,B,"10,14%",A,"87,96%",B,"4,95%",B,Bicf
4306908,Encruzilhada do Sul,RS,A,"7,12%",A,"86,83%",B,"14,32%",A,Bicf
4306924,Engenho Velho,RS,A,"0,00%",A,"76,69%",A,"4,78%",B,Bicf
4306932,Entre-Ijuís,RS,B+,"6,27%",A,"92,02%",B,"2,94%",B,Aicf
4306957,Entre Rios do Sul,RS,C,"0,00%",A,"89,61%",B,"0,00%",C,Dicf
4306973,Erebango,RS,n.d.,n.d.,n.d.,"83,76%",A,n.d.,n.d.,Cicf
4307005,Erechim,RS,A+,"2,23%",A,"84,29%",A,"5,87%",A,Aicf
4307054,Ernestina,RS,A,"6,71%",A,"88,09%",B,"7,50%",A,Bicf
4307104,Herval,RS,A,"0,41%",A,"84,52%",A,"16,64%",A,Bicf
4307203,Erval Grande,RS,C,"8,68%",A,"95,53%",C,"0,68%",B,Cicf
4307302,Erval Seco,RS,C,"10,29%",A,"93,71%",B,"-3,34%",C,Bicf
4307401,Esmeralda,RS,B,"2,50%",A,"92,88%",B,"1,22%",B,Bicf
4307450,Esperança do Sul,RS,n.d.,"0,08%",A,n.d.,n.d.,"16,23%",A,Cicf
4307500,Espumoso,RS,B,"14,54%",A,"88,55%",B,"1,55%",B,Bicf
4307559,Estação,RS,B,"8,60%",A,"90,30%",B,"2,23%",B,Bicf
4307609,Estância Velha,RS,B,"5,60%",A,"93,06%",B,"1,30%",B,Bicf
4307708,Esteio,RS,n.d.,"13,01%",A,"90,52%",B,n.d.,n.d.,Cicf
4307807,Estrela,RS,A+,"20,60%",A,"91,67%",B,"5,09%",A,Aicf
4307815,Estrela Velha,RS,A,"4,18%",A,"75,79%",A,"14,79%",A,Cicf
4307831,Eugênio de Castro,RS,A,"8,40%",A,"78,77%",A,"8,19%",A,Bicf
4307864,Fagundes Varela,RS,A+,"7,24%",A,"77,80%",A,"10,56%",A,Aicf
4307906,Farroupilha,RS,A,"14,49%",A,"91,72%",B,"8,37%",A,Bicf
4308003,Faxinal do Soturno,RS,A+,"5,56%",A,"86,78%",B,"6,42%",A,Aicf
4308052,Faxinalzinho,RS,C,"7,22%",A,"85,88%",B,"-9,90%",C,Dicf
4308078,Fazenda Vilanova,RS,A,"12,75%",A,"83,68%",A,"8,32%",A,Bicf
4308102,Feliz,RS,A+,"23,55%",A,"78,98%",A,"14,61%",A,Aicf
4308201,Flores da Cunha,RS,A,"1,97%",A,"78,45%",A,"20,88%",A,Bicf
4308250,Floriano Peixoto,RS,A,"2,05%",A,"79,02%",A,"8,91%",A,Bicf
4308300,Fontoura Xavier,RS,B,"15,15%",A,"88,08%",B,"0,62%",B,Cicf
4308409,Formigueiro,RS,A,"6,22%",A,"86,98%",B,"5,64%",A,Bicf
4308433,Forquetinha,RS,A,"0,00%",A,"76,49%",A,"33,40%",A,Bicf
4308458,Fortaleza dos Valos,RS,A,"10,21%",A,"83,76%",A,"8,16%",A,Bicf
4308508,Frederico Westphalen,RS,B,"8,89%",A,"85,73%",B,"2,06%",B,Bicf
4308607,Garibaldi,RS,A,"10,95%",A,"88,26%",B,"30,31%",A,Bicf
4308656,Garruchos,RS,A+,"0,00%",A,"82,05%",A,"8,71%",A,Aicf
4308706,Gaurama,RS,A,"0,00%",A,"84,61%",A,"8,47%",A,Bicf
4308805,General Câmara,RS,C,"20,06%",A,"634,94%",C,"0,02%",B,Aicf
4308854,Gentil,RS,B,"11,00%",A,"91,05%",B,"0,88%",B,Bicf
4308904,Getúlio Vargas,RS,A+,"10,64%",A,"83,84%",A,"0,58%",B,Aicf
4309001,Giruá,RS,A,"5,79%",A,"91,93%",B,"8,69%",A,Cicf
4309050,Glorinha,RS,C,"7,19%",A,"97,40%",C,"4,91%",B,Aicf
4309100,Gramado,RS,B,"2,97%",A,"86,05%",B,"4,06%",B,Bicf
4309126,Gramado dos Loureiros,RS,B,"23,32%",A,"86,16%",B,"1,86%",B,Dicf
4309159,Gramado Xavier,RS,B,"13,08%",A,"85,77%",B,"5,00%",B,Bicf
4309209,Gravataí,RS,C,"66,15%",B,"93,74%",B,"-4,03%",C,Aicf
4309258,Guabiju,RS,A,"0,00%",A,"79,55%",A,"18,36%",A,Bicf
4309308,Guaíba,RS,A,"10,36%",A,"88,70%",B,"16,82%",A,Bicf
4309407,Guaporé,RS,A,"8,66%",A,"87,99%",B,"9,45%",A,Bicf
4309506,Guarani das Missões,RS,B,"15,81%",A,"94,04%",B,"1,98%",B,Bicf
4309555,Harmonia,RS,A,"18,47%",A,"76,87%",A,"21,33%",A,Bicf
4309571,Herveiras,RS,A,"0,00%",A,"90,71%",B,"9,30%",A,Dicf
4309605,Horizontina,RS,A,"28,76%",A,"79,42%",A,"15,64%",A,Bicf
4309654,Hulha Negra,RS,A+,"0,51%",A,"89,62%",B,"11,87%",A,Aicf
4309704,Humaitá,RS,B,"6,48%",A,"86,75%",B,"3,85%",B,Bicf
4309753,Ibarama,RS,A,"0,00%",A,"87,53%",B,"8,32%",A,Cicf
4309803,Ibiaçá,RS,C,"1,61%",A,"1066,74%",C,"7,12%",A,Dicf
4309902,Ibiraiaras,RS,A+,"16,93%",A,"83,17%",A,"3,68%",B,Aicf
4309951,Ibirapuitã,RS,B,"6,22%",A,"93,78%",B,"3,01%",B,Bicf
4310009,Ibirubá,RS,B+,"6,74%",A,"88,08%",B,"1,62%",B,Aicf
4310108,Igrejinha,RS,B,"8,55%",A,"87,45%",B,"1,89%",B,Bicf
4310207,Ijuí,RS,B+,"9,13%",A,"90,22%",B,"4,90%",B,Aicf
4310306,Ilópolis,RS,A,"14,25%",A,"81,01%",A,"3,83%",B,Bicf
4310330,Imbé,RS,B+,"37,95%",A,"85,22%",B,"3,59%",B,Aicf
4310363,Imigrante,RS,A,"11,17%",A,"82,61%",A,"14,96%",A,Bicf
4310405,Independência,RS,A,"4,46%",A,"85,93%",B,"8,31%",A,Bicf
4310413,Inhacorá,RS,B,"8,84%",A,"94,78%",B,"0,48%",B,Bicf
4310439,Ipê,RS,A+,"7,34%",A,"79,91%",A,"15,45%",A,Aicf
4310462,Ipiranga do Sul,RS,A,"0,01%",A,"88,60%",B,"9,54%",A,Cicf
4310504,Iraí,RS,A,"5,41%",A,"91,56%",B,"7,14%",A,Bicf
4310538,Itaara,RS,A+,"0,17%",A,"70,73%",A,"34,19%",A,Aicf
4310553,Itacurubi,RS,A,"4,93%",A,"89,10%",B,"11,70%",A,Cicf
4310579,Itapuca,RS,A+,"7,29%",A,"82,88%",A,"14,78%",A,Aicf
4310603,Itaqui,RS,A,"42,52%",A,"84,58%",A,"7,56%",A,Dicf
4310652,Itati,RS,B,"10,31%",A,"91,12%",B,"4,46%",B,Bicf
4310702,Itatiba do Sul,RS,A,"3,46%",A,"89,35%",B,"8,50%",A,Cicf
4310751,Ivorá,RS,C,"0,74%",A,"100,93%",C,"28,83%",A,Bicf
4310801,Ivoti,RS,A,"0,00%",A,"75,29%",A,"14,92%",A,Cicf
4310850,Jaboticaba,RS,A,"11,08%",A,"94,43%",B,"10,98%",A,Cicf
4310876,Jacuizinho,RS,A+,"1,02%",A,"77,84%",A,"5,19%",A,Aicf
4310900,Jacutinga,RS,B,"16,50%",A,"92,63%",B,"1,47%",B,Bicf
4311007,Jaguarão,RS,B+,"24,77%",A,"89,33%",B,"2,17%",B,Aicf
4311106,Jaguari,RS,C,"28,62%",A,"92,28%",B,"-3,85%",C,Bicf
4311122,Jaquirana,RS,A+,"24,49%",A,"89,77%",B,"12,54%",A,Aicf
4311130,Jari,RS,n.d.,"0,00%",A,n.d.,n.d.,"12,36%",A,Bicf
4311155,Jóia,RS,A+,"12,12%",A,"84,29%",A,"20,37%",A,Aicf
4311205,Júlio de Castilhos,RS,C,"4,87%",A,"83,08%",A,"-0,03%",C,Aicf
4311239,Lagoa Bonita do Sul,RS,A,"0,00%",A,"88,41%",B,"15,78%",A,Cicf
4311254,Lagoão,RS,n.e.,"2,81%",A,"90,95%",B,"-2,73%",C,Eicf
4311270,Lagoa dos Três Cantos,RS,A+,"5,60%",A,"78,15%",A,"20,04%",A,Aicf
4311304,Lagoa Vermelha,RS,A,"14,65%",A,"88,99%",B,"9,10%",A,Bicf
4311403,Lajeado,RS,A+,"4,99%",A,"87,09%",B,"9,50%",A,Aicf
4311429,Lajeado do Bugre,RS,B,"13,75%",A,"86,51%",B,"4,73%",B,Cicf
4311502,Lavras do Sul,RS,A,"0,00%",A,"92,46%",B,"7,08%",A,Cicf
4311601,Liberato Salzano,RS,B,"4,68%",A,"88,04%",B,"4,09%",B,Cicf
4311627,Lindolfo Collor,RS,A,"13,01%",A,"77,92%",A,"7,00%",A,Bicf
4311643,Linha Nova,RS,A,"0,00%",A,"90,91%",B,"16,40%",A,Bicf
4311700,Machadinho,RS,B,"20,72%",A,"89,18%",B,"4,22%",B,Bicf
4311718,Maçambará,RS,A,"0,15%",A,"91,43%",B,"11,45%",A,Cicf
4311734,Mampituba,RS,A,"7,28%",A,"84,83%",A,"1,57%",B,Cicf
